person_name,time_us,time_ms,ecg_raw,ppg_red_raw,ppg_ir_raw
unknown,0,0.000,,24109,28525
unknown,2500,2.500,,24111,28532
unknown,5000,5.000,,24110,28521
unknown,7500,7.500,,24105,28514
unknown,10000,10.000,,24099,28514
unknown,12500,12.500,,24109,28512
unknown,15000,15.000,,24106,28509
unknown,17500,17.500,,24106,28505
unknown,20000,20.000,,24094,28499
unknown,22500,22.500,,24105,28511
unknown,25000,25.000,,24099,28501
unknown,27500,27.500,,24099,28490
unknown,30000,30.000,,24100,28485
unknown,32500,32.500,,24100,28499
unknown,35000,35.000,,24104,28497
unknown,37500,37.500,,24100,28497
unknown,40000,40.000,,24098,28491
unknown,42500,42.500,,24099,28502
unknown,45000,45.000,,24098,28501
unknown,47500,47.500,,24103,28499
unknown,50000,50.000,,24093,28499
unknown,52500,52.500,,24100,28495
unknown,55000,55.000,,24096,28505
unknown,57500,57.500,,24104,28500
unknown,60000,60.000,,24091,28498
unknown,62500,62.500,,24101,28507
unknown,65000,65.000,,24101,28496
unknown,67500,67.500,,24102,28498
unknown,70000,70.000,,24092,28495
unknown,72500,72.500,,24099,28504
unknown,75000,75.000,,24100,28499
unknown,77500,77.500,,24100,28502
unknown,80000,80.000,,24099,28491
unknown,82500,82.500,,24098,28505
unknown,85000,85.000,,24096,28505
unknown,87500,87.500,,24094,28500
unknown,90000,90.000,,24093,28493
unknown,92500,92.500,,24096,28500
unknown,95000,95.000,,24092,28498
unknown,97500,97.500,,24100,28504
unknown,100000,100.000,,24094,28504
unknown,102500,102.500,,24095,28512
unknown,105000,105.000,,24100,28512
unknown,107500,107.500,,24101,28510
unknown,110000,110.000,,24103,28523
unknown,112500,112.500,,24104,28521
unknown,115000,115.000,,24103,28524
unknown,117500,117.500,,24102,28526
unknown,120000,120.000,,24091,28534
unknown,122500,122.500,,24102,28530
unknown,125000,125.000,,24103,28526
unknown,127500,127.500,,24106,28535
unknown,130000,130.000,,24098,28549
unknown,132500,132.500,,24104,28535
unknown,135000,135.000,,24107,28542
unknown,137500,137.500,,24105,28545
unknown,140000,140.000,,24102,28554
unknown,142500,142.500,,24112,28544
unknown,145000,145.000,,24110,28551
unknown,147500,147.500,,24112,28555
unknown,150000,150.000,,24099,28569
unknown,152500,152.500,,24114,28562
unknown,155000,155.000,,24115,28569
unknown,157500,157.500,,24122,28577
unknown,160000,160.000,,24119,28587
unknown,162500,162.500,,24125,28583
