person_name,time_us,time_ms,ecg_raw,ppg_red_raw,ppg_ir_raw
unknown,0,0.000,,24212,27311
unknown,2500,2.500,,24204,27325
unknown,5000,5.000,,24205,27329
unknown,7500,7.500,,24216,27330
unknown,10000,10.000,,24230,27338
unknown,12500,12.500,,24214,27349
unknown,15000,15.000,,24219,27351
unknown,17500,17.500,,24222,27353
unknown,20000,20.000,,24223,27357
unknown,22500,22.500,,24224,27372
unknown,25000,25.000,,24218,27373
unknown,27500,27.500,,24224,27371
unknown,30000,30.000,,24233,27379
unknown,32500,32.500,,24225,27378
unknown,35000,35.000,,24227,27383
unknown,37500,37.500,,24226,27372
unknown,40000,40.000,,24234,27384
unknown,42500,42.500,,24227,27393
unknown,45000,45.000,,24233,27396
unknown,47500,47.500,,24230,27386
unknown,50000,50.000,,24237,27397
unknown,52500,52.500,,24236,27400
unknown,55000,55.000,,24237,27402
unknown,57500,57.500,,24329,27657
unknown,60000,60.000,,24234,27411
unknown,62500,62.500,,24240,27413
unknown,65000,65.000,,24246,27415
unknown,67500,67.500,,24234,27415
unknown,70000,70.000,,24242,27414
unknown,72500,72.500,,24245,27421
unknown,75000,75.000,,24246,27422
unknown,77500,77.500,,24238,27422
unknown,80000,80.000,,24252,27425
unknown,82500,82.500,,24248,27433
unknown,85000,85.000,,24255,27441
unknown,87500,87.500,,24240,27428
unknown,90000,90.000,,24247,27434
unknown,92500,92.500,,24255,27436
unknown,95000,95.000,,24257,27445
unknown,97500,97.500,,24250,27440
unknown,100000,100.000,,24256,27446
unknown,102500,102.500,,24258,27451
unknown,105000,105.000,,24264,27449
unknown,107500,107.500,,24253,27443
unknown,110000,110.000,,24257,27458
unknown,112500,112.500,,24262,27465
unknown,115000,115.000,,24263,27459
unknown,117500,117.500,,24257,27458
unknown,120000,120.000,,24266,27465
unknown,122500,122.500,,24266,27465
unknown,125000,125.000,,24263,27467
unknown,127500,127.500,,24254,27465
unknown,130000,130.000,,24262,27470
unknown,132500,132.500,,24265,27478
unknown,135000,135.000,,24263,27479
unknown,137500,137.500,,24258,27480
unknown,140000,140.000,,24268,27482
unknown,142500,142.500,,24265,27481
unknown,145000,145.000,,24269,27478
unknown,147500,147.500,,24261,27476
unknown,150000,150.000,,24263,27480
unknown,152500,152.500,,24262,27481
unknown,155000,155.000,,24266,27481
unknown,157500,157.500,,24262,27481
